sentence	label
Maybe he is trying to throw hints at Kaycee now to ease the blow if when he picks Angela over Kaycee Or he is just being reckless idk	0
Demorats hold Conservatives GOP to a higher standard than they hold themselves to	0
hello i ate soup and now i m very tired but i love you	0
shortcummings this person is definitely a MAGA person	0
Democrats plan working	0
I love that a graphic novels shelf was a priority you are a most excellent librarian	0
Yea so no more gun control debate Just slurs	0
He can get on his knees with the rest of them and stay there One day they will be playing to empty stadiums	0
Man that shit just got me hype like I was watchin it 18 years ago	1
Companies that hire illegals that commit crimes sb required to cover legal fees or be fined for malfeasance for hiring them in the first place We will never solve this problem until strict laws are passed	0
As one Canadian I would prefer he move somewhere else Too many liberals up here already	0
You just described all the liberals That s not what I said President Trump unlike Obama Loves this Country his actions prove it he s for the growth of America not the destruction	0
When he s not imparting these gems Michael Moore is stuffing his face	1
Plenty of ppl work a full shift and still manage to find their way home correctly This bullshit is not flying with the public	1
I realize there are violent Trump supporters too but pale on comparison to the left Does Antifa ring a bell	0
Pants drooping below the ass	1
He needs to be removed from his position Children have and are being abused and he is covering it up	1
and he is yet to get a call up for senior team	0
The left party relativizing and playing down communist crimes	1
The fact that he is still a nominee is disgusting	1
Gold Coins shes cute diamond blue palm trees the visionary she is probably fave production so far a fave gold coins everywheh	0
It should work just fine now	0
He is as slimy as that hair dont	0
Those fucking calves man	1
No fr People are always on the most bullshit Im not postponing or missing anything else because another person cant get their shit together So if all else fails I go by myself Tbh I end up having a better time anyway	1
You are not alone I was sexually assaulted by a fellow law student in 1978 I never reported it because I didn t think I would be believed However something happened that made me realize I wasn t his only victim Then I felt I d made a colossal mistake	0
you are that special case that gets away with introducing an innocent child you own to hate bravo	0
Its a heritage to be proud of Antifa destroy Nazis	0
They didn t actually they engaged in an extortion racket via austerity and borrowed like no other	0
Boycott the NFL	0
has always been regarded as UKs worst ever PM and thats by the Conservatives How he can still get his foot in the door in Europe tells you everything you need to now about its bosses	0
Politically neutral yeah sure buddy i mean most milquetoast conservatives even the never trump ones agree with Trump s policies and the whole gay marriage and abortion seems like the bare minimum	0
The beauty of the marketplace of ideas is no one is forced to bite their tongue or to cheer unless they so choose	0
or that he is merely a legacy Colonel	0
Mehn you are too sweet	0
Why not move south Why is it always a Lilly white northern country liberals want to move to Could it be racism	0
2 if you are not registered to vote Go and register You can also do same day registration in Connecticut if you cannot before November 6	0
Also These antifa and from hence shall be referred to as anqueefa by mesel They pretty much all live with Mommy In the basement which is why they wear masks Then mommy can t ground em	0
These women knew the knuckledraggers they were marrying and voting for I have no sympathy for them They should burn in hell for what theyre doing to their daughters and granddaughters Theyre the innocents here not women stuffing guns down their yoga pants and yelling MAGA	0
And he is probably loaded he done cod for 8 years he had sponsors before that so it aint about money	0
Gallup Record Low Percentage Cite Economy As Main US Concern	0
Antifa brought to you by Carl s jr	0
Saw one a month ago in Alabama where they said radical liberals were trying to stop his appointment over a clip of Cory Booker talking	0
